feature_idx,specificity_score,n_associations,strongest_qvalue,strongest_association,attr_type
513,1.0,2,2.1438233710273953e-05,cell_type,categorical
514,1.0,2,1.0872196888691295e-05,cell_type,categorical
515,0.5,3,1.1506069927576828e-06,cell_type,categorical
516,1.0,2,0.00041306754151913225,cell_type,categorical
517,0.2,6,6.5896647476365325e-06,cell_type,categorical
518,0.5,3,1.4821083151703172e-10,cell_type,categorical
520,0.14285714285714285,8,1.6174571866744183e-05,G2M_score,continuous
521,0.1111111111111111,10,9.865686344236693e-17,Oxidative_Phosphorylation,continuous
522,1.0,1,1.2814522228920211e-07,cell_type,categorical
523,0.3333333333333333,4,2.5564109250215097e-05,pct_ribo,continuous
524,1.0,2,0.0001807199895248116,cell_type,categorical
525,1.0,1,0.006109176151774478,cell_type,categorical
526,0.5,3,2.1755694106271313e-12,cell_type,categorical
527,1.0,2,3.5581733705735264e-05,cell_type,categorical
528,0.1111111111111111,10,2.7238645067861966e-05,n_genes,continuous
529,0.125,9,4.81025151736625e-05,Apoptosis,continuous
530,0.5,3,2.0311601394750572e-08,pct_mito,continuous
531,0.25,5,3.2834351974424e-05,cell_type,categorical
532,0.2,6,1.63187058466653e-07,cell_type,categorical
533,0.5,3,5.902041448436146e-07,cell_type,categorical
535,0.2,6,0.0008760097585216725,n_counts,continuous
536,1.0,2,3.328667775238103e-06,cell_type,categorical
537,1.0,2,3.2562500133377292e-09,cell_type,categorical
538,1.0,2,1.0012916675574738e-08,cell_type,categorical
539,1.0,1,0.0015755389167067927,cell_type,categorical
540,1.0,2,0.00017408410943988488,cell_type,categorical
541,0.5,3,3.790584852248925e-08,cell_type,categorical
542,1.0,2,1.088884698043846e-06,cell_type,categorical
543,0.5,3,6.683339083312355e-09,cell_type,categorical
544,1.0,2,0.00028092384143311327,cell_type,categorical
545,0.25,5,0.00048654306560845403,Inflammation_Response,continuous
546,1.0,1,0.027867058034529553,cell_type,categorical
547,1.0,2,3.5135009098280896e-06,cell_type,categorical
548,1.0,2,0.026193884573862677,phase,categorical
549,1.0,2,0.00010634888776800325,cell_type,categorical
550,1.0,2,4.573084535534212e-08,cell_type,categorical
551,1.0,2,7.862522413433018e-07,pct_ribo,continuous
552,1.0,2,2.0419921409850022e-05,cell_type,categorical
553,0.5,3,2.0868113064184452e-07,cell_type,categorical
555,1.0,1,0.0130064706042668,cell_type,categorical
556,0.125,9,2.17797568372918e-12,n_genes,continuous
557,0.5,3,9.250899541720255e-10,cell_type,categorical
558,0.5,3,1.8547947690115383e-09,cell_type,categorical
559,1.0,2,0.0024789548791005196,cell_type,categorical
560,1.0,2,1.8669556342768455e-10,cell_type,categorical
561,0.3333333333333333,4,0.0017695644953880391,cell_type,categorical
562,1.0,2,1.2370065061261876e-05,cell_type,categorical
563,1.0,1,0.00016538680188994985,cell_type,categorical
564,1.0,2,0.008203430140983988,pct_ribo,continuous
565,0.25,5,8.585851704666307e-06,cell_type,categorical
567,1.0,1,2.0644751751908933e-05,cell_type,categorical
569,1.0,1,6.762259242428611e-07,cell_type,categorical
570,0.25,5,0.001605889976432707,cell_type,categorical
571,0.09090909090909091,12,1.1748674754078038e-08,n_genes,continuous
572,0.5,3,2.419300595643782e-10,cell_type,categorical
573,0.5,3,0.0004056498452058931,pct_ribo,continuous
574,0.25,5,1.2571274659648942e-08,cell_type,categorical
575,1.0,2,7.730605109092885e-09,cell_type,categorical
576,0.3333333333333333,3,0.009573387756337136,Hypoxia,continuous
577,0.25,6,7.885941747097566e-08,cell_type,categorical
578,1.0,1,0.00023937627794095545,cell_type,categorical
579,0.5,3,2.6796151712905698e-09,cell_type,categorical
580,1.0,1,0.013967802303507179,cell_type,categorical
581,0.5,3,0.0003159852716273283,cell_type,categorical
582,0.5,3,0.018283340797898315,G2M_score,continuous
583,0.14285714285714285,8,2.362970167254514e-10,n_genes,continuous
584,1.0,1,0.0031266731776711737,cell_type,categorical
585,0.14285714285714285,8,2.180795626134544e-08,n_genes,continuous
586,1.0,2,0.018162469658971836,phase,categorical
587,1.0,2,2.402991882830078e-05,pct_ribo,continuous
588,0.1,11,9.232128802903811e-08,Apoptosis,continuous
589,1.0,1,0.0001494015096253941,cell_type,categorical
590,1.0,1,0.0003628535775603553,cell_type,categorical
591,0.25,5,7.694074788256223e-05,cell_type,categorical
592,0.1111111111111111,9,2.3060675262508395e-05,n_genes,continuous
593,0.25,5,2.9721874180043202e-05,G2M_score,continuous
594,0.5,3,3.2072012106059185e-09,cell_type,categorical
595,0.25,5,3.5646073351151103e-06,cell_type,categorical
596,0.5,3,0.001319291072874978,cell_type,categorical
597,1.0,2,5.114452557606757e-09,cell_type,categorical
598,0.5,3,6.273675786524117e-06,cell_type,categorical
599,1.0,1,2.8250569188255402e-05,cell_type,categorical
600,0.16666666666666666,6,0.00035845073886821847,Inflammation_Response,continuous
601,0.25,5,1.2114815327026769e-05,cell_type,categorical
602,1.0,2,9.848453050715076e-09,cell_type,categorical
603,1.0,2,0.00016070604060775085,cell_type,categorical
604,1.0,2,2.7975497010607873e-05,cell_type,categorical
605,1.0,1,0.014290398763431349,cell_type,categorical
606,1.0,1,1.4207911261016428e-07,cell_type,categorical
607,1.0,1,0.0003613169513770413,pct_ribo,continuous
608,1.0,2,0.02923862499539513,pct_ribo,continuous
609,1.0,2,4.490994234725048e-06,cell_type,categorical
610,0.25,6,9.444096406280519e-09,G2M_score,continuous
611,0.5,4,7.069468265067549e-05,Inflammation_Response,continuous
612,1.0,1,0.024284430688811323,Inflammation_Response,continuous
613,1.0,1,0.00017579058929503833,cell_type,categorical
614,0.125,9,5.542062077893544e-09,Inflammation_Response,continuous
616,0.5,3,1.168460206704847e-10,cell_type,categorical
617,1.0,2,3.5032683202114187e-07,cell_type,categorical
618,1.0,2,1.1501491574310147e-08,Inflammation_Response,continuous
619,0.25,5,3.775717442492082e-05,cell_type,categorical
620,0.125,9,8.011385424869505e-09,n_counts,continuous
621,0.5,3,0.0005364303629366055,pct_mito,continuous
622,1.0,2,7.705697790059229e-12,cell_type,categorical
623,0.5,3,0.0004061550649935031,cell_type,categorical
626,1.0,2,7.250684334649839e-05,cell_type,categorical
627,0.5,3,2.5497588071887007e-05,cell_type,categorical
630,0.5,3,3.945272726365231e-10,cell_type,categorical
632,0.5,3,0.00702818764352385,cell_type,categorical
633,0.5,3,1.343833957494081e-08,Inflammation_Response,continuous
634,0.14285714285714285,8,3.0394626457869793e-12,DNA_Repair,continuous
635,1.0,1,0.025321430997342173,cell_type,categorical
636,1.0,2,1.469798373318087e-08,cell_type,categorical
637,0.25,5,6.369396454380592e-06,cell_type,categorical
638,0.25,5,2.6954102865045142e-05,cell_type,categorical
639,0.5,3,5.789601592711573e-10,cell_type,categorical
640,1.0,2,7.153381268203789e-07,cell_type,categorical
644,0.16666666666666666,6,0.0002531719758854643,pct_mito,continuous
646,0.125,8,7.52477551681524e-07,n_counts,continuous
647,0.16666666666666666,7,1.163981713097078e-09,cell_type,categorical
648,1.0,1,0.009289153320474242,cell_type,categorical
650,1.0,1,0.02330020125463755,cell_type,categorical
651,1.0,2,6.055896429351065e-08,cell_type,categorical
654,1.0,2,2.553932216000036e-07,cell_type,categorical
656,1.0,1,4.1565202599370605e-08,pct_ribo,continuous
658,0.14285714285714285,7,3.3076376568874827e-06,n_counts,continuous
659,1.0,2,8.024619644085149e-11,cell_type,categorical
661,1.0,1,0.0002815181133185718,cell_type,categorical
662,1.0,1,3.557159263111193e-06,cell_type,categorical
664,0.3333333333333333,4,0.0005298212328738849,cell_type,categorical
665,0.125,9,4.772045326311996e-05,cell_type,categorical
666,0.14285714285714285,8,2.982046976285006e-06,cell_type,categorical
667,0.5,3,1.1464912324104007e-06,cell_type,categorical
668,1.0,2,2.592798300878317e-07,cell_type,categorical
669,1.0,1,0.000411328378343303,cell_type,categorical
670,1.0,2,2.611059133304339e-08,cell_type,categorical
671,0.25,5,6.515548854954514e-08,cell_type,categorical
672,1.0,2,4.0276502535404384e-07,cell_type,categorical
673,1.0,2,0.003411347157403338,cell_type,categorical
674,0.2,6,0.00023983754054354706,cell_type,categorical
675,1.0,1,0.004760162018515792,cell_type,categorical
676,0.1111111111111111,9,7.3146510309822766e-09,n_genes,continuous
677,0.3333333333333333,3,4.555218186985723e-05,G2M_score,continuous
679,1.0,2,0.0026123219797464904,cell_type,categorical
680,0.5,3,5.886732074437084e-10,cell_type,categorical
681,1.0,2,4.944111095296021e-07,cell_type,categorical
683,0.2,7,6.702025477429459e-05,cell_type,categorical
684,0.125,9,2.4279523926495877e-31,n_counts,continuous
685,0.125,9,4.035069518215707e-17,n_genes,continuous
686,1.0,2,4.2209363484492854e-07,pct_ribo,continuous
687,0.125,9,2.1663997441219075e-12,Oxidative_Phosphorylation,continuous
688,0.3333333333333333,4,1.2370065061261876e-05,Hypoxia,continuous
689,0.25,5,4.782675428645725e-12,Inflammation_Response,continuous
690,1.0,2,5.85573260679661e-06,cell_type,categorical
691,1.0,1,0.005479296890137544,cell_type,categorical
692,1.0,1,1.2017855965950526e-06,cell_type,categorical
693,1.0,1,6.971293043789149e-09,cell_type,categorical
694,1.0,2,8.626235817740618e-09,cell_type,categorical
695,0.3333333333333333,4,9.303578222724042e-07,cell_type,categorical
696,0.5,3,1.67003777833423e-09,cell_type,categorical
697,1.0,2,0.012255819712813436,pct_ribo,continuous
698,0.5,3,5.182613098032422e-07,cell_type,categorical
699,1.0,2,0.005592672204722329,cell_type,categorical
700,1.0,1,0.0002770249868449571,cell_type,categorical
701,0.25,5,7.904401802408236e-06,DNA_Repair,continuous
702,0.25,5,4.501620124684838e-05,Inflammation_Response,continuous
703,0.5,3,3.6845376576035475e-05,cell_type,categorical
704,1.0,2,1.2474681984329179e-06,cell_type,categorical
705,0.25,5,1.3192728515488732e-06,pct_mito,continuous
706,1.0,2,9.378841755797128e-05,Inflammation_Response,continuous
707,0.14285714285714285,8,2.1728468962117718e-05,Inflammation_Response,continuous
708,1.0,1,0.005452665858127033,cell_type,categorical
709,1.0,2,3.4781827203437046e-08,cell_type,categorical
710,0.3333333333333333,4,3.084742740585363e-06,cell_type,categorical
711,1.0,1,0.0003102888653857334,cell_type,categorical
712,1.0,2,1.2153075309097847e-07,cell_type,categorical
713,0.125,9,1.256263475365264e-07,Oxidative_Phosphorylation,continuous
714,1.0,1,0.030087420917847246,Hypoxia,continuous
715,1.0,2,0.0006732722382127056,cell_type,categorical
717,1.0,2,1.2688434474318803e-06,cell_type,categorical
718,1.0,2,0.0014820648957003997,cell_type,categorical
719,1.0,1,4.2997086950554303e-10,cell_type,categorical
720,1.0,2,1.741954862627627e-08,cell_type,categorical
721,0.14285714285714285,7,0.0004065332790511192,n_genes,continuous
722,0.5,3,0.027458942311254838,Oxidative_Phosphorylation,continuous
723,1.0,2,2.6978198954189144e-05,cell_type,categorical
724,1.0,1,7.28464600650174e-12,cell_type,categorical
725,0.5,3,4.820606479077464e-11,cell_type,categorical
726,0.5,3,2.9261040829189086e-05,cell_type,categorical
727,0.25,4,0.00011545152238637796,Hypoxia,continuous
728,1.0,1,9.040037346219843e-10,cell_type,categorical
729,0.1111111111111111,9,4.586562835532625e-12,n_genes,continuous
730,0.5,3,0.0015700179160544907,cell_type,categorical
731,0.1,11,1.7971407610139576e-23,n_genes,continuous
732,0.16666666666666666,7,1.303140277235362e-05,cell_type,categorical
734,1.0,2,3.848939811229858e-08,pct_ribo,continuous
735,0.5,3,0.0007753835003670846,cell_type,categorical
736,1.0,1,0.04086342945696606,cell_type,categorical
737,1.0,1,0.006042469081220828,cell_type,categorical
739,0.25,5,9.899934404334196e-08,Oxidative_Phosphorylation,continuous
740,0.14285714285714285,7,1.2488423008279542e-05,n_genes,continuous
742,1.0,2,8.792836801954747e-07,cell_type,categorical
743,1.0,1,0.0004417716296112204,cell_type,categorical
744,0.5,3,1.851651321745462e-05,cell_type,categorical
745,1.0,1,1.5542570347760947e-07,cell_type,categorical
746,0.5,3,1.8183414012166354e-06,cell_type,categorical
747,0.25,5,0.0005872668644737223,cell_type,categorical
748,0.16666666666666666,7,7.456067575341593e-06,cell_type,categorical
749,0.3333333333333333,4,4.218956453736947e-05,cell_type,categorical
750,0.125,9,5.7134891775403234e-12,Oxidative_Phosphorylation,continuous
751,1.0,2,1.6321246153159703e-05,cell_type,categorical
752,0.5,3,0.0004291766446482105,cell_type,categorical
753,0.16666666666666666,7,2.2223241730452107e-08,Inflammation_Response,continuous
754,0.5,3,8.987128626822163e-08,cell_type,categorical
755,0.16666666666666666,7,3.2052946195805614e-08,Oxidative_Phosphorylation,continuous
756,1.0,1,9.99747419022686e-06,cell_type,categorical
757,1.0,2,0.008451999313661338,cell_type,categorical
758,1.0,1,0.00026661314708850193,cell_type,categorical
759,0.5,3,5.473868892391695e-07,pct_ribo,continuous
760,1.0,2,5.483783971038331e-07,cell_type,categorical
761,1.0,1,1.3086433949791163e-07,cell_type,categorical
762,0.5,3,1.0370608796314783e-08,cell_type,categorical
763,0.5,3,1.734631760483366e-08,cell_type,categorical
764,1.0,2,0.0007416650383862142,cell_type,categorical
765,1.0,1,2.1356724086051656e-10,cell_type,categorical
766,0.5,3,9.490893466741787e-09,cell_type,categorical
767,1.0,1,4.371001894655042e-05,cell_type,categorical
768,0.125,9,6.2499187436898e-08,n_genes,continuous
769,1.0,1,3.588372530154164e-09,cell_type,categorical
771,0.3333333333333333,4,1.2578710835546762e-06,cell_type,categorical
772,0.125,9,1.1551612669276565e-08,n_genes,continuous
773,0.5,3,1.719035830130923e-08,cell_type,categorical
775,0.25,5,4.2544268786646964e-07,cell_type,categorical
776,1.0,2,1.902302656280458e-09,cell_type,categorical
777,1.0,2,1.5514902128547502e-08,cell_type,categorical
778,1.0,1,1.6171888128020773e-08,cell_type,categorical
779,1.0,1,8.831504774759755e-06,cell_type,categorical
780,0.5,3,3.2264838035393894e-09,cell_type,categorical
781,1.0,2,2.2727535315975176e-08,cell_type,categorical
782,1.0,1,0.03314512944330442,phase,categorical
783,1.0,1,0.0003391521979662666,cell_type,categorical
784,0.25,5,1.3032632621981813e-05,pct_mito,continuous
785,0.16666666666666666,7,5.289007890288199e-06,cell_type,categorical
786,1.0,2,2.677782999415138e-05,cell_type,categorical
787,0.5,3,3.447191037920759e-08,cell_type,categorical
788,0.5,3,9.026725458609627e-10,Inflammation_Response,continuous
789,0.25,5,7.580901022175212e-05,pct_mito,continuous
791,0.3333333333333333,4,1.0608317224249557e-06,cell_type,categorical
792,1.0,1,5.471698939100672e-09,cell_type,categorical
793,1.0,2,5.102150115706215e-09,cell_type,categorical
794,0.2,6,1.5467414962979524e-09,cell_type,categorical
795,0.5,3,0.002116785284872472,cell_type,categorical
796,0.5,3,1.2765590702085702e-07,cell_type,categorical
797,1.0,2,8.622375199973544e-08,cell_type,categorical
798,1.0,1,8.314235317742903e-10,cell_type,categorical
799,0.3333333333333333,4,3.210224823148699e-07,cell_type,categorical
800,0.16666666666666666,7,1.2026203973412752e-13,Inflammation_Response,continuous
801,1.0,2,2.160389993993948e-06,cell_type,categorical
802,1.0,1,7.545329604912354e-06,cell_type,categorical
803,1.0,2,6.573703345913968e-08,cell_type,categorical
804,1.0,2,4.238475548989408e-10,pct_ribo,continuous
805,1.0,2,5.531319054684381e-09,Inflammation_Response,continuous
806,1.0,1,0.0003681661415904938,cell_type,categorical
807,1.0,2,0.0015054023419099952,cell_type,categorical
808,0.5,3,3.825202218118067e-08,cell_type,categorical
809,0.3333333333333333,4,8.69724847108026e-06,cell_type,categorical
810,1.0,1,0.006861036502568451,cell_type,categorical
811,0.125,8,7.368866586664042e-08,G2M_score,continuous
812,1.0,2,0.000119266347212595,cell_type,categorical
813,1.0,2,0.0023328069541936353,cell_type,categorical
814,0.3333333333333333,4,8.033306318240527e-09,cell_type,categorical
815,1.0,2,1.8562367748867026e-10,cell_type,categorical
816,0.25,5,1.3962266062341392e-06,cell_type,categorical
818,1.0,1,0.030822920536080583,G2M_score,continuous
819,1.0,2,0.007000379347766755,S_score,continuous
820,1.0,2,2.5473986337474763e-08,cell_type,categorical
821,0.5,3,5.457944191767455e-09,cell_type,categorical
823,1.0,2,3.2936889759639646e-09,cell_type,categorical
824,1.0,2,2.937458156524522e-07,cell_type,categorical
825,1.0,1,0.04362260579545103,pct_ribo,continuous
826,1.0,2,1.6608883246068085e-05,cell_type,categorical
827,0.3333333333333333,4,0.0003927066758904911,cell_type,categorical
828,0.16666666666666666,7,0.00019057090647088142,pct_ribo,continuous
829,0.14285714285714285,8,2.1450795762340776e-06,cell_type,categorical
831,1.0,1,0.0006698038561256827,cell_type,categorical
833,1.0,1,0.00027669649462155974,cell_type,categorical
834,0.5,3,9.727529920767668e-08,cell_type,categorical
835,0.125,9,1.186941521529817e-16,Oxidative_Phosphorylation,continuous
836,0.5,3,4.854797849274154e-09,cell_type,categorical
837,0.25,5,3.721592706341362e-08,cell_type,categorical
838,1.0,2,3.827201887183733e-06,cell_type,categorical
839,1.0,1,0.0009751526378305814,cell_type,categorical
840,1.0,2,1.6645228839541457e-05,cell_type,categorical
841,1.0,2,9.103876506879852e-06,cell_type,categorical
842,0.25,5,0.00020569204563987412,cell_type,categorical
843,1.0,2,7.439666190733761e-06,cell_type,categorical
844,1.0,2,0.0003424040957319439,cell_type,categorical
845,0.3333333333333333,4,2.3503756935583893e-07,cell_type,categorical
846,0.5,3,4.1137772188417755e-08,cell_type,categorical
847,0.5,3,1.1580875014461099e-10,Inflammation_Response,continuous
848,0.1,11,1.1836716373827734e-16,n_genes,continuous
849,0.5,3,3.1923202355853523e-07,Inflammation_Response,continuous
850,1.0,2,2.2283535675025823e-12,cell_type,categorical
851,1.0,2,9.404038989087611e-05,pct_ribo,continuous
852,0.125,9,4.426348126137856e-15,n_genes,continuous
853,0.14285714285714285,7,2.379838356236228e-06,Oxidative_Phosphorylation,continuous
854,0.5,3,2.3713080918646805e-10,cell_type,categorical
855,1.0,2,0.00018665227757228781,cell_type,categorical
856,1.0,2,1.577064904079934e-06,cell_type,categorical
857,1.0,2,4.9800604454357285e-06,cell_type,categorical
