,feature,variable,type,effect_size,pval,padj,abs_effect_size
33668,F548,cell_type,categorical,0.6099796176466505,0.0,0.0,0.6099796176466505
36750,F10049,cell_type,categorical,0.6095364170421277,0.0,0.0,0.6095364170421277
32121,F6068,assay,categorical,0.6094935993941011,0.0,0.0,0.6094935993941011
36805,F10217,cell_type,categorical,0.6091036552467368,0.0,0.0,0.6091036552467368
36792,F10166,cell_type,categorical,0.6085084333211718,0.0,0.0,0.6085084333211718
34676,F3614,cell_type,categorical,0.6076685315017488,0.0,0.0,0.6076685315017488
35266,F5449,cell_type,categorical,0.6072670036948564,0.0,0.0,0.6072670036948564
37856,F3085,tissue,categorical,0.6070426927287098,0.0,0.0,0.6070426927287098
36375,F8802,cell_type,categorical,0.60639276443154,0.0,0.0,0.60639276443154
35217,F5325,cell_type,categorical,0.6035370720164932,0.0,0.0,0.6035370720164932
34377,F2702,cell_type,categorical,0.6031025141322905,0.0,0.0,0.6031025141322905
35521,F6232,cell_type,categorical,0.6026397384914344,0.0,0.0,0.6026397384914344
36552,F9385,cell_type,categorical,0.6026237724206486,0.0,0.0,0.6026237724206486
36133,F8089,cell_type,categorical,0.6021882325067323,0.0,0.0,0.6021882325067323
34225,F2218,cell_type,categorical,0.6019565519631525,0.0,0.0,0.6019565519631525
36271,F8503,cell_type,categorical,0.6006215100657641,0.0,0.0,0.6006215100657641
34614,F3409,cell_type,categorical,0.5997439632913095,0.0,0.0,0.5997439632913095
33800,F978,cell_type,categorical,0.5994891665380186,0.0,0.0,0.5994891665380186
38389,F4738,tissue,categorical,0.5992901197638749,0.0,0.0,0.5992901197638749
34102,F1845,cell_type,categorical,0.598424618004053,0.0,0.0,0.598424618004053
35309,F5583,cell_type,categorical,0.5983234595719983,0.0,0.0,0.5983234595719983
35814,F7166,cell_type,categorical,0.5971390434996819,0.0,0.0,0.5971390434996819
34055,F1731,cell_type,categorical,0.5968308597585261,0.0,0.0,0.5968308597585261
35290,F5516,cell_type,categorical,0.596812556938759,0.0,0.0,0.596812556938759
34806,F4008,cell_type,categorical,0.5963378656279121,0.0,0.0,0.5963378656279121
33915,F1309,cell_type,categorical,0.5952904268503851,0.0,0.0,0.5952904268503851
33701,F641,cell_type,categorical,0.5944872539053349,0.0,0.0,0.5944872539053349
33782,F931,cell_type,categorical,0.5908012786175802,0.0,0.0,0.5908012786175802
35489,F6132,cell_type,categorical,0.5884410801620755,0.0,0.0,0.5884410801620755
35463,F6045,cell_type,categorical,0.5870491885616483,0.0,0.0,0.5870491885616483
36022,F7787,cell_type,categorical,0.5864646696064751,0.0,0.0,0.5864646696064751
33647,F491,cell_type,categorical,0.5863717258804153,0.0,0.0,0.5863717258804153
33906,F1278,cell_type,categorical,0.5862484539423218,0.0,0.0,0.5862484539423218
36030,F7815,cell_type,categorical,0.5853014141999073,0.0,0.0,0.5853014141999073
34170,F2023,cell_type,categorical,0.5848575276258282,0.0,0.0,0.5848575276258282
33962,F1438,cell_type,categorical,0.5843918130298885,0.0,0.0,0.5843918130298885
37499,F1960,tissue,categorical,0.5841560167225963,0.0,0.0,0.5841560167225963
37212,F1165,tissue,categorical,0.5826830800037237,0.0,0.0,0.5826830800037237
36070,F7914,cell_type,categorical,0.580971656695378,0.0,0.0,0.580971656695378
38870,F6234,tissue,categorical,0.5808804177696163,0.0,0.0,0.5808804177696163
34084,F1795,cell_type,categorical,0.580647064253588,0.0,0.0,0.580647064253588
41015,F2512,tissue_general,categorical,0.5791835658203971,0.0,0.0,0.5791835658203971
36141,F8115,cell_type,categorical,0.5788754571566959,0.0,0.0,0.5788754571566959
35618,F6565,cell_type,categorical,0.577936947265878,0.0,0.0,0.577936947265878
38938,F6458,tissue,categorical,0.5775246242345238,0.0,0.0,0.5775246242345238
35010,F4649,cell_type,categorical,0.5769424247017089,0.0,0.0,0.5769424247017089
37749,F2775,tissue,categorical,0.5755296798127036,0.0,0.0,0.5755296798127036
36421,F8938,cell_type,categorical,0.5752118295643,0.0,0.0,0.5752118295643
36581,F9486,cell_type,categorical,0.5738332509009649,0.0,0.0,0.5738332509009649
34489,F3031,cell_type,categorical,0.5735294574614885,0.0,0.0,0.5735294574614885
34697,F3682,cell_type,categorical,0.5733692105997151,0.0,0.0,0.5733692105997151
35021,F4672,cell_type,categorical,0.5733193994744412,0.0,0.0,0.5733193994744412
33813,F1020,cell_type,categorical,0.5732217087200775,0.0,0.0,0.5732217087200775
28083,F3925,pct_ribo,continuous,0.5726419687271118,0.0,0.0,0.5726419687271118
34924,F4362,cell_type,categorical,0.5725735793139924,0.0,0.0,0.5725735793139924
34728,F3778,cell_type,categorical,0.5702931741602225,0.0,0.0,0.5702931741602225
35544,F6308,cell_type,categorical,0.5699518294141356,0.0,0.0,0.5699518294141356
35304,F5563,cell_type,categorical,0.5698366861179928,0.0,0.0,0.5698366861179928
43254,F9398,tissue_general,categorical,0.5685911437777719,0.0,0.0,0.5685911437777719
34660,F3563,cell_type,categorical,0.5675402264765679,0.0,0.0,0.5675402264765679
35425,F5940,cell_type,categorical,0.5675119552731024,0.0,0.0,0.5675119552731024
36026,F7804,cell_type,categorical,0.5656876917982488,0.0,0.0,0.5656876917982488
39789,F8975,tissue,categorical,0.5647720770551989,0.0,0.0,0.5647720770551989
41674,F4533,tissue_general,categorical,0.5647430582346302,0.0,0.0,0.5647430582346302
11542,F4533,Inflammation Response,continuous,-0.5646575689315796,0.0,0.0,0.5646575689315796
34325,F2524,cell_type,categorical,0.5646501433418017,0.0,0.0,0.5646501433418017
35585,F6447,cell_type,categorical,0.5640228202696008,0.0,0.0,0.5640228202696008
34751,F3843,cell_type,categorical,0.5630306716839086,0.0,0.0,0.5630306716839086
35317,F5600,cell_type,categorical,0.5629758964006036,0.0,0.0,0.5629758964006036
39966,F9594,tissue,categorical,0.5621969129350025,0.0,0.0,0.5621969129350025
36841,F34,tissue,categorical,0.5620876215517251,0.0,0.0,0.5620876215517251
34122,F1895,cell_type,categorical,0.5617172107020165,0.0,0.0,0.5617172107020165
34177,F2048,cell_type,categorical,0.560514942359394,0.0,0.0,0.560514942359394
34855,F4147,cell_type,categorical,0.5601960132498318,0.0,0.0,0.5601960132498318
39266,F7451,tissue,categorical,0.5592553365045048,0.0,0.0,0.5592553365045048
37474,F1904,tissue,categorical,0.55863372691164,0.0,0.0,0.55863372691164
35461,F6039,cell_type,categorical,0.5578942775758923,0.0,0.0,0.5578942775758923
36409,F8912,cell_type,categorical,0.5575204771044743,0.0,0.0,0.5575204771044743
37753,F2785,tissue,categorical,0.556924015584637,0.0,0.0,0.556924015584637
35335,F5659,cell_type,categorical,0.5560476894818299,0.0,0.0,0.5560476894818299
35937,F7519,cell_type,categorical,0.555978459909221,0.0,0.0,0.555978459909221
39412,F7902,tissue,categorical,0.554063975699854,0.0,0.0,0.554063975699854
40822,F1904,tissue_general,categorical,0.5540231179032065,0.0,0.0,0.5540231179032065
36754,F10060,cell_type,categorical,0.5538864701960526,0.0,0.0,0.5538864701960526
36995,F491,tissue,categorical,0.5536918158793049,0.0,0.0,0.5536918158793049
35758,F6958,cell_type,categorical,0.5533462222704608,0.0,0.0,0.5533462222704608
36072,F7920,cell_type,categorical,0.55248741263914,0.0,0.0,0.55248741263914
34844,F4111,cell_type,categorical,0.5522328498974168,0.0,0.0,0.5522328498974168
34016,F1604,cell_type,categorical,0.5514050859072444,0.0,0.0,0.5514050859072444
36621,F9599,cell_type,categorical,0.5505317006953387,0.0,0.0,0.5505317006953387
39120,F7001,tissue,categorical,0.5486113528999963,0.0,0.0,0.5486113528999963
35496,F6148,cell_type,categorical,0.5477326231957419,0.0,0.0,0.5477326231957419
34980,F4557,cell_type,categorical,0.5469207716876973,0.0,0.0,0.5469207716876973
37752,F2780,tissue,categorical,0.5461550798075426,0.0,0.0,0.5461550798075426
36090,F7972,cell_type,categorical,0.5451354713766787,0.0,0.0,0.5451354713766787
36698,F9890,cell_type,categorical,0.5442875259078745,0.0,0.0,0.5442875259078745
39718,F8793,tissue,categorical,0.5442444279553574,0.0,0.0,0.5442444279553574
39212,F7303,tissue,categorical,0.5435348851194813,0.0,0.0,0.5435348851194813
36509,F9202,cell_type,categorical,0.5428220175178206,0.0,0.0,0.5428220175178206
33575,F287,cell_type,categorical,0.5423323310409558,0.0,0.0,0.5423323310409558
36083,F7952,cell_type,categorical,0.542086998711445,0.0,0.0,0.542086998711445
37226,F1194,tissue,categorical,0.5401879716814066,0.0,0.0,0.5401879716814066
36304,F8597,cell_type,categorical,0.5398343522040616,0.0,0.0,0.5398343522040616
38086,F3810,tissue,categorical,0.5395595782386169,0.0,0.0,0.5395595782386169
35157,F5099,cell_type,categorical,0.5394001494285973,0.0,0.0,0.5394001494285973
35838,F7219,cell_type,categorical,0.5393909708896768,0.0,0.0,0.5393909708896768
39595,F8448,tissue,categorical,0.5389304722006765,0.0,0.0,0.5389304722006765
35570,F6399,cell_type,categorical,0.5387913127548352,0.0,0.0,0.5387913127548352
35088,F4884,cell_type,categorical,0.5385929276308148,0.0,0.0,0.5385929276308148
35527,F6252,cell_type,categorical,0.538479158180019,0.0,0.0,0.538479158180019
36892,F201,tissue,categorical,0.5371466255161294,0.0,0.0,0.5371466255161294
34181,F2057,cell_type,categorical,0.5355992078759173,0.0,0.0,0.5355992078759173
35693,F6777,cell_type,categorical,0.534921641080769,0.0,0.0,0.534921641080769
35904,F7418,cell_type,categorical,0.5334015321632335,0.0,0.0,0.5334015321632335
35035,F4720,cell_type,categorical,0.5316907646724123,0.0,0.0,0.5316907646724123
35022,F4673,cell_type,categorical,0.5316125519717974,0.0,0.0,0.5316125519717974
31890,F5379,assay,categorical,0.5316101081312249,0.0,0.0,0.5316101081312249
18670,F5901,n_counts,continuous,0.5312055945396423,0.0,0.0,0.5312055945396423
38334,F4572,tissue,categorical,0.5311819192929305,0.0,0.0,0.5311819192929305
34488,F3030,cell_type,categorical,0.5304123489324473,0.0,0.0,0.5304123489324473
38022,F3597,tissue,categorical,0.5297367751141155,0.0,0.0,0.5297367751141155
34742,F3821,cell_type,categorical,0.5288913661929145,0.0,0.0,0.5288913661929145
35469,F6068,cell_type,categorical,0.5285790532429891,0.0,0.0,0.5285790532429891
35238,F5379,cell_type,categorical,0.5284377306199405,0.0,0.0,0.5284377306199405
33766,F853,cell_type,categorical,0.5283535369966766,0.0,0.0,0.5283535369966766
35121,F4968,cell_type,categorical,0.5282593329572666,0.0,0.0,0.5282593329572666
40574,F1194,tissue_general,categorical,0.5277263300886403,0.0,0.0,0.5277263300886403
35491,F6136,cell_type,categorical,0.5267726334131146,0.0,0.0,0.5267726334131146
41306,F3395,tissue_general,categorical,0.5264889818518951,0.0,0.0,0.5264889818518951
26797,F34,pct_ribo,continuous,-0.5260512828826904,0.0,0.0,0.5260512828826904
38873,F6246,tissue,categorical,0.5247102934540195,0.0,0.0,0.5247102934540195
34960,F4482,cell_type,categorical,0.5246313755921844,0.0,0.0,0.5246313755921844
34210,F2167,cell_type,categorical,0.5241618156347326,0.0,0.0,0.5241618156347326
35060,F4814,cell_type,categorical,0.5239800817971376,0.0,0.0,0.5239800817971376
33880,F1198,cell_type,categorical,0.5236354774652935,0.0,0.0,0.5236354774652935
35293,F5527,cell_type,categorical,0.5233571948487536,0.0,0.0,0.5233571948487536
36116,F8058,cell_type,categorical,0.5229988144665106,0.0,0.0,0.5229988144665106
35768,F6989,cell_type,categorical,0.5221150955534081,0.0,0.0,0.5221150955534081
34402,F2776,cell_type,categorical,0.5202499409099477,0.0,0.0,0.5202499409099477
36389,F8844,cell_type,categorical,0.5195980571037139,0.0,0.0,0.5195980571037139
39333,F7670,tissue,categorical,0.5192992578078904,0.0,0.0,0.5192992578078904
35368,F5748,cell_type,categorical,0.5189064636810071,0.0,0.0,0.5189064636810071
34285,F2384,cell_type,categorical,0.5185915049306526,0.0,0.0,0.5185915049306526
35448,F5991,cell_type,categorical,0.5182420778450534,0.0,0.0,0.5182420778450534
36479,F9102,cell_type,categorical,0.5181546414749304,0.0,0.0,0.5181546414749304
36368,F8791,cell_type,categorical,0.5180982601515537,0.0,0.0,0.5180982601515537
39048,F6799,tissue,categorical,0.517838088198058,0.0,0.0,0.517838088198058
36278,F8522,cell_type,categorical,0.5173417205228689,0.0,0.0,0.5173417205228689
34201,F2145,cell_type,categorical,0.5172985705944207,0.0,0.0,0.5172985705944207
38711,F5730,tissue,categorical,0.5172452547312378,0.0,0.0,0.5172452547312378
42286,F6458,tissue_general,categorical,0.5169565380290706,0.0,0.0,0.5169565380290706
36534,F9309,cell_type,categorical,0.5165338736256857,0.0,0.0,0.5165338736256857
37040,F612,tissue,categorical,0.5160887173234008,0.0,0.0,0.5160887173234008
36211,F8346,cell_type,categorical,0.5158406788195976,0.0,0.0,0.5158406788195976
35353,F5700,cell_type,categorical,0.5157081727743001,0.0,0.0,0.5157081727743001
33602,F369,cell_type,categorical,0.5152678611291425,0.0,0.0,0.5152678611291425
27133,F1063,pct_ribo,continuous,-0.5149331092834473,0.0,0.0,0.5149331092834473
35224,F5342,cell_type,categorical,0.514031426944073,0.0,0.0,0.514031426944073
36040,F7841,cell_type,categorical,0.5137990606476466,0.0,0.0,0.5137990606476466
35428,F5945,cell_type,categorical,0.5134795254984595,0.0,0.0,0.5134795254984595
24735,F3925,pct_mito,continuous,0.5130155086517334,0.0,0.0,0.5130155086517334
34643,F3496,cell_type,categorical,0.5121837891457613,0.0,0.0,0.5121837891457613
35513,F6209,cell_type,categorical,0.5121512481562669,0.0,0.0,0.5121512481562669
35268,F5453,cell_type,categorical,0.5118712251891004,0.0,0.0,0.5118712251891004
36131,F8084,cell_type,categorical,0.5111844887204985,0.0,0.0,0.5111844887204985
34118,F1887,cell_type,categorical,0.5108227248102,0.0,0.0,0.5108227248102
35058,F4809,cell_type,categorical,0.5103351590148759,0.0,0.0,0.5103351590148759
34412,F2805,cell_type,categorical,0.510106166944436,0.0,0.0,0.510106166944436
35972,F7635,cell_type,categorical,0.5085581051020384,0.0,0.0,0.5085581051020384
35140,F5038,cell_type,categorical,0.507145957232575,0.0,0.0,0.507145957232575
37277,F1334,tissue,categorical,0.5065622642588347,0.0,0.0,0.5065622642588347
38627,F5484,tissue,categorical,0.5056482536311252,0.0,0.0,0.5056482536311252
34373,F2691,cell_type,categorical,0.5050330915740509,0.0,0.0,0.5050330915740509
35056,F4803,cell_type,categorical,0.5049278936422515,0.0,0.0,0.5049278936422515
34838,F4097,cell_type,categorical,0.5044811275654049,0.0,0.0,0.5044811275654049
35229,F5352,cell_type,categorical,0.5038604017103164,0.0,0.0,0.5038604017103164
36176,F8230,cell_type,categorical,0.5014686582360733,0.0,0.0,0.5014686582360733
36590,F9503,cell_type,categorical,0.501453622634243,0.0,0.0,0.501453622634243
33836,F1081,cell_type,categorical,0.5007171298447567,0.0,0.0,0.5007171298447567
38207,F4152,tissue,categorical,0.49911411034800135,0.0,0.0,0.49911411034800135
36488,F9131,cell_type,categorical,0.4979090653577283,0.0,0.0,0.4979090653577283
34670,F3584,cell_type,categorical,0.49694152261073843,0.0,0.0,0.49694152261073843
23603,F491,pct_mito,continuous,-0.4968630373477936,0.0,0.0,0.4968630373477936
34903,F4311,cell_type,categorical,0.49684844849994414,0.0,0.0,0.49684844849994414
38895,F6321,tissue,categorical,0.4960283311434337,0.0,0.0,0.4960283311434337
36568,F9434,cell_type,categorical,0.4960000496610094,0.0,0.0,0.4960000496610094
39463,F8056,tissue,categorical,0.49507210294631904,0.0,0.0,0.49507210294631904
35936,F7517,cell_type,categorical,0.4948675633193946,0.0,0.0,0.4948675633193946
3778,F1293,S_score,continuous,0.4942028820514679,0.0,0.0,0.4942028820514679
36601,F9538,cell_type,categorical,0.4941732382149838,0.0,0.0,0.4941732382149838
33910,F1293,cell_type,categorical,0.4930868519573217,0.0,0.0,0.4930868519573217
36079,F7938,cell_type,categorical,0.4928059794931647,0.0,0.0,0.4928059794931647
39730,F8822,tissue,categorical,0.4919966162745168,0.0,0.0,0.4919966162745168
35174,F5177,cell_type,categorical,0.4918224204739362,0.0,0.0,0.4918224204739362
35371,F5753,cell_type,categorical,0.4916384167220455,0.0,0.0,0.4916384167220455
34504,F3070,cell_type,categorical,0.4913784395585832,0.0,0.0,0.4913784395585832
37476,F1915,tissue,categorical,0.4909862698365344,0.0,0.0,0.4909862698365344
34101,F1839,cell_type,categorical,0.4906344380923317,0.0,0.0,0.4906344380923317
35592,F6462,cell_type,categorical,0.4898111727483905,0.0,0.0,0.4898111727483905
35517,F6227,cell_type,categorical,0.4893954021816598,0.0,0.0,0.4893954021816598
35754,F6949,cell_type,categorical,0.4879069382314501,0.0,0.0,0.4879069382314501
33698,F628,cell_type,categorical,0.48496984673232474,0.0,0.0,0.48496984673232474
36360,F8763,cell_type,categorical,0.4849446333668372,0.0,0.0,0.4849446333668372
34143,F1944,cell_type,categorical,0.4845129522315699,0.0,0.0,0.4845129522315699
36320,F8639,cell_type,categorical,0.4840832570692437,0.0,0.0,0.4840832570692437
39507,F8190,tissue,categorical,0.48355690578226096,0.0,0.0,0.48355690578226096
35699,F6796,cell_type,categorical,0.4827361318578779,0.0,0.0,0.4827361318578779
35905,F7426,cell_type,categorical,0.4826393725269824,0.0,0.0,0.4826393725269824
33798,F976,cell_type,categorical,0.4805061690876312,0.0,0.0,0.4805061690876312
34149,F1954,cell_type,categorical,0.47955692255706267,0.0,0.0,0.47955692255706267
40746,F1717,tissue_general,categorical,0.4789667446435552,0.0,0.0,0.4789667446435552
36458,F9036,cell_type,categorical,0.4786647711945217,0.0,0.0,0.4786647711945217
36830,F13,tissue,categorical,0.47854648148293305,0.0,0.0,0.47854648148293305
7126,F1293,G2M_score,continuous,0.4784524142742157,0.0,0.0,0.4784524142742157
35232,F5358,cell_type,categorical,0.477980640608852,0.0,0.0,0.477980640608852
38965,F6562,tissue,categorical,0.4777627003106852,0.0,0.0,0.4777627003106852
36322,F8644,cell_type,categorical,0.4771730295532986,0.0,0.0,0.4771730295532986
38755,F5889,tissue,categorical,0.4765115855754459,0.0,0.0,0.4765115855754459
35900,F7396,cell_type,categorical,0.4764334103215581,0.0,0.0,0.4764334103215581
35935,F7511,cell_type,categorical,0.4761844223593581,0.0,0.0,0.4761844223593581
33544,F201,cell_type,categorical,0.4753253842216038,0.0,0.0,0.4753253842216038
39053,F6812,tissue,categorical,0.4747443726777226,0.0,0.0,0.4747443726777226
33792,F964,cell_type,categorical,0.47433938419131166,0.0,0.0,0.47433938419131166
34168,F2019,cell_type,categorical,0.47357449290937226,0.0,0.0,0.47357449290937226
34822,F4057,cell_type,categorical,0.4730495291985651,0.0,0.0,0.4730495291985651
36403,F8893,cell_type,categorical,0.47293260403712795,0.0,0.0,0.47293260403712795
39071,F6871,tissue,categorical,0.4726297422568497,0.0,0.0,0.4726297422568497
34734,F3796,cell_type,categorical,0.4724730207029931,0.0,0.0,0.4724730207029931
33704,F648,cell_type,categorical,0.4723965666105457,0.0,0.0,0.4723965666105457
33717,F693,cell_type,categorical,0.47227159403972524,0.0,0.0,0.47227159403972524
34352,F2610,cell_type,categorical,0.4714668578491946,0.0,0.0,0.4714668578491946
38810,F6042,tissue,categorical,0.47013894029248554,0.0,0.0,0.47013894029248554
